,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,train,YearsOld,YearSinceRemodel,YearSinceGarageBlt,YrSold-Month,BsmtBath,Bath,Basement,BsmtScore,TotalSF,SF_score,add_TotalBaths,add_TotRmsAbvGrdWBath,add_SFPerRm,add_GarageSpacious,add_PorchSF,add_OutdoorSF,add_YardSF,add_NormalSale_bi,add_Cond1_2_NearRlrd_bi,add_Cond1_2_NearPosFtr_bi,add_Cond1_2_NearBusyRd_bi,add_HasPool_bi,add_HasDeck_bi,add_HasPorch_bi,add_MasVnrStoneBrick_bi,add_HasFinishedBasement_bi,OverallQual_exp,YearsOld_log,YearSinceGarageBlt_log,YearSinceRemodel_log
583,584,s75,RM,75.0,13500,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,BrkTil,3,3,1,1,0.0,1,0.0,1237.0,1237.0,GasA,4,1,SBrkr,1521,1254,0,2775,3,1,4,9,7,1,4,Detchd,1,2.0,880.0,4,3,2,105,502,0,0,0,0,0,No_fence,No_miscFeature,0,m7,y2008,WD,Normal,1,115,8,20,2008-7,0.0,3.5,1,74.77315075906769,4012.0,3702.75,3.5,12.5,222.0,1,502,11979,11372,1,0,1,2,1,1,1,0,0,147.4131591025766,4.776753306845164,3.1662461359435077,2.4611501717344746
584,585,s50,RM,51.0,6120,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,884.0,884.0,GasA,5,1,SBrkr,989,584,0,1573,3,1,4,6,7,0,0,Detchd,1,1.0,240.0,3,3,2,0,0,54,0,120,0,0,No_fence,No_miscFeature,0,m7,y2009,WD,Normal,1,74,14,74,2009-7,0.0,1.0,1,71.24867027258325,2457.0,2236.0,1.0,7.0,224.71428571428572,0,174,5131,4957,1,0,0,0,1,0,1,0,0,6.38905609893065,4.353090517065425,4.353090517065425,2.874596978199212
585,586,s20,RL,88.0,11443,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,208.0,4,3,PConc,5,3,4,6,1460.0,1,0.0,408.0,1868.0,GasA,5,1,SBrkr,2028,0,0,2028,2,1,4,7,7,2,4,Attchd,2,3.0,880.0,3,3,2,326,66,0,0,0,0,0,No_fence,No_miscFeature,0,m3,y2006,New,Partial,1,1,0,1,2006-3,1.0,2.0,1,149.96954482422777,3896.0,3429.0,3.0,10.0,202.8,0,66,9415,9023,0,0,0,0,1,1,1,1,0,53.598150033144236,1.551444713932051,1.551444713932051,1.3132616875182228
586,587,s30,RL,55.0,10267,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,Gable,CompShg,Stucco,Wd Shng,None,0.0,3,4,BrkTil,3,4,2,3,210.0,5,606.0,0.0,816.0,GasA,5,1,SBrkr,838,0,0,838,2,1,2,5,7,0,0,Detchd,3,1.0,275.0,3,3,0,0,0,112,0,0,0,0,MnWw,No_miscFeature,0,m5,y2008,WD,Normal,1,90,8,47,2008-5,1.0,1.0,1,103.83879363069975,1654.0,1450.0,2.0,7.0,119.71428571428571,0,112,9429,9317,1,0,0,0,1,0,1,0,0,19.085536923187668,4.54029328044187,3.9262864339333143,2.4611501717344746
587,588,s85,RL,74.0,8740,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,672.0,1,0.0,168.0,840.0,GasA,3,1,SBrkr,860,0,0,860,2,1,3,4,7,0,0,Detchd,1,2.0,528.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m7,y2009,WD,Normal,1,27,27,13,2009-7,1.0,1.0,1,98.99849740160234,1700.0,1490.0,2.0,6.0,143.33333333333334,0,0,7880,7880,1,0,0,0,1,0,0,0,0,11.182493960703473,3.4248579766521448,2.8165028409204367,3.4248579766521448
588,589,s20,RL,65.0,25095,Pave,No_alley,1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,4,6,1324.0,1,0.0,113.0,1437.0,GasA,5,1,SBrkr,1473,0,0,1473,1,1,5,5,7,2,4,Attchd,1,1.0,452.0,3,3,2,0,48,0,0,60,0,0,No_fence,No_miscFeature,0,m6,y2009,WD,Partial,1,41,6,41,2009-6,2.0,1.0,1,120.74832829334557,2910.0,2550.75,3.0,8.0,184.125,1,108,23622,23514,0,0,0,0,1,0,1,0,0,11.182493960703473,3.8003824074571204,3.8003824074571204,2.2740088362278477
589,590,s40,RM,50.0,9100,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,742.0,742.0,GasA,3,1,FuseA,779,0,156,935,2,1,3,4,7,0,0,Detchd,1,1.0,308.0,3,3,1,0,0,0,0,0,0,0,No_fence,Shed,600,m8,y2008,WD,Normal,1,78,48,20,2008-8,0.0,1.0,1,69.41230846953647,1677.0,1452.5,1.0,5.0,187.0,0,0,8321,8321,1,0,0,0,1,0,0,0,0,11.182493960703473,4.4032777446238756,3.1662461359435077,3.9458113327110627
590,591,s60,RL,64.0,8320,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,490.0,1,0.0,280.0,770.0,GasA,5,1,SBrkr,770,812,0,1582,3,1,4,6,7,0,0,Attchd,2,2.0,520.0,3,3,2,0,45,0,0,0,0,0,No_fence,No_miscFeature,0,m9,y2008,WD,Normal,1,4,4,4,2008-9,0.0,2.5,1,104.24784040360676,2352.0,2159.5,2.5,8.5,186.11764705882354,0,45,7550,7505,1,0,0,0,1,0,1,0,0,32.11545195869231,2.0435917781858577,2.0435917781858577,2.0435917781858577
591,592,s60,RL,97.0,13478,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,5,3,PConc,5,3,4,6,1338.0,1,0.0,384.0,1722.0,GasA,5,1,SBrkr,1728,568,0,2296,3,1,5,10,7,1,4,BuiltIn,2,3.0,842.0,3,3,2,382,274,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2009,ConLI,Normal,1,1,1,1,2009-6,1.0,2.5,1,148.17961499604493,4018.0,3587.5,3.5,13.5,170.07407407407408,0,274,11750,11094,1,0,0,0,1,1,1,1,0,147.4131591025766,1.551444713932051,1.551444713932051,1.551444713932051
592,593,s20,RL,60.0,6600,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,3,4,1,6,816.0,1,0.0,0.0,816.0,GasA,5,1,SBrkr,816,0,0,816,2,1,3,4,7,0,0,Detchd,3,2.0,816.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2008,WD,Normal,1,26,5,23,2008-6,1.0,1.0,1,110.64304506519005,1632.0,1428.0,2.0,6.0,136.0,1,0,5784,5784,1,0,0,0,1,0,0,0,0,11.182493960703473,3.3917624062153626,3.285348043773798,2.1654221804855953
593,594,s120,RM,63.374561840970685,4435,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,6,685.0,1,0.0,163.0,848.0,GasA,5,1,SBrkr,848,0,0,848,1,1,4,4,7,0,0,Attchd,3,2.0,420.0,3,3,2,140,0,0,0,0,0,0,No_fence,No_miscFeature,0,m5,y2009,WD,Normal,1,6,6,6,2009-5,1.0,1.0,1,118.28348145991589,1696.0,1484.0,2.0,6.0,141.33333333333334,0,0,3587,3447,1,0,0,0,1,1,0,1,0,19.085536923187668,2.2740088362278477,2.2740088362278477,2.2740088362278477
594,595,s20,RL,88.0,7990,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,924.0,924.0,GasA,3,1,SBrkr,924,0,0,924,3,1,3,5,7,0,0,Detchd,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No_miscFeature,0,m4,y2008,WD,Normal,1,33,33,27,2008-4,0.0,1.0,1,85.37242171890531,1848.0,1617.0,1.0,6.0,154.0,0,0,7066,7066,1,0,0,0,1,0,0,0,0,11.182493960703473,3.6032747734935797,3.4248579766521448,3.6032747734935797
595,596,s20,RL,69.0,11302,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,Gable,CompShg,VinylSd,Other,BrkFace,238.0,4,3,PConc,4,3,4,6,1422.0,1,0.0,392.0,1814.0,GasA,5,1,SBrkr,1826,0,0,1826,3,1,4,7,7,1,3,Attchd,3,3.0,758.0,3,3,2,180,75,0,0,120,0,0,No_fence,No_miscFeature,0,m8,y2006,New,Partial,1,1,0,1,2006-8,1.0,2.0,1,134.46518594939147,3640.0,3186.5,3.0,10.0,182.6,0,195,9476,9101,0,0,0,0,1,1,1,1,0,53.598150033144236,1.551444713932051,1.551444713932051,1.3132616875182228
596,597,s70,RM,60.0,3600,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,684.0,684.0,GasA,5,0,FuseA,684,684,0,1368,3,1,3,7,7,0,0,Detchd,1,1.0,216.0,3,2,0,0,158,0,0,0,0,0,No_fence,No_miscFeature,0,m10,y2006,WD,Normal,1,96,13,76,2006-10,0.0,1.0,1,68.55889780175337,2052.0,1881.0,1.0,8.0,171.0,0,158,2916,2758,1,0,0,0,1,0,1,0,0,19.085536923187668,4.602349028547624,4.378498942534048,2.8165028409204367
597,598,s120,RL,53.0,3922,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1258.0,1258.0,GasA,5,1,SBrkr,1402,0,0,1402,2,1,4,7,7,1,4,Attchd,3,3.0,648.0,3,3,2,120,16,0,0,0,0,0,No_fence,No_miscFeature,0,m2,y2007,New,Partial,1,1,0,1,2007-2,1.0,1.0,1,110.64013202768739,2660.0,2345.5,2.0,9.0,155.77777777777777,0,16,2520,2384,0,0,0,0,1,1,1,1,0,32.11545195869231,1.551444713932051,1.551444713932051,1.3132616875182228
598,599,s20,RL,80.0,12984,Pave,No_alley,0,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,Gable,CompShg,Plywood,Plywood,BrkFace,459.0,3,3,CBlock,4,3,2,5,1283.0,2,147.0,0.0,1430.0,GasA,5,1,SBrkr,1647,0,0,1647,3,1,4,7,7,1,3,Attchd,3,2.0,621.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m3,y2006,WD,Normal,1,29,29,29,2006-3,1.0,2.0,1,121.28337611135169,3077.0,2719.5,3.0,10.0,164.7,0,0,11337,11337,1,0,0,0,1,0,0,1,0,11.182493960703473,3.4879339990006133,3.4879339990006133,3.4879339990006133
599,600,s160,RM,24.0,1950,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,3,1,2,81.0,6,612.0,23.0,716.0,GasA,3,1,SBrkr,716,840,0,1556,3,1,3,6,7,1,3,Attchd,3,2.0,452.0,3,3,2,161,0,0,0,0,0,0,GdPrv,No_miscFeature,0,m7,y2008,COD,Normal,1,28,28,28,2008-7,1.0,2.5,1,111.03246087805866,2272.0,2093.0,3.5,9.5,163.78947368421052,0,0,1234,1073,1,0,0,0,1,1,0,0,0,19.085536923187668,3.456893228479239,3.456893228479239,3.456893228479239
600,601,s60,RL,74.0,10927,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,4,3,PConc,4,3,3,6,546.0,1,0.0,512.0,1058.0,GasA,5,1,SBrkr,1058,846,0,1904,3,1,5,8,7,1,4,BuiltIn,3,2.0,736.0,3,3,2,179,60,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2006,WD,Normal,1,1,1,3,2006-6,1.0,2.5,1,112.00086192789863,2962.0,2697.5,3.5,11.5,165.56521739130434,1,60,9869,9630,1,0,0,0,1,1,1,1,0,53.598150033144236,1.551444713932051,1.904832441554448,1.551444713932051
601,602,s50,RM,50.0,9000,Pave,No_alley,0,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,3,1,SBrkr,780,595,0,1375,3,1,4,6,7,1,4,Detchd,1,1.0,544.0,3,3,1,0,162,0,0,126,0,0,No_fence,No_miscFeature,0,m12,y2007,WD,Normal,1,70,70,28,2007-12,0.0,1.5,1,69.9360390733167,2155.0,1960.0,1.5,7.5,183.33333333333334,1,288,8220,7932,1,0,0,0,1,0,1,0,0,19.085536923187668,4.3002508258080825,3.456893228479239,4.3002508258080825
602,603,s60,RL,80.0,10041,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,2,6,789.0,1,0.0,119.0,908.0,GasA,5,1,SBrkr,927,988,0,1915,3,1,4,8,7,1,3,Attchd,3,2.0,506.0,3,3,2,120,150,0,0,0,0,0,No_fence,No_miscFeature,0,m2,y2006,WD,Abnorml,1,14,14,14,2006-2,1.0,2.5,1,118.15817498700562,2823.0,2596.0,3.5,11.5,166.52173913043478,0,150,9114,8844,0,0,0,0,1,1,1,0,0,53.598150033144236,2.874596978199212,2.874596978199212,2.874596978199212
603,604,s160,FV,30.0,3182,Pave,Pave,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,600.0,600.0,GasA,5,1,SBrkr,600,600,0,1200,2,1,4,4,7,0,0,Detchd,2,2.0,480.0,3,3,2,0,172,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2010,WD,Normal,1,6,5,6,2010-6,0.0,2.5,1,79.98243668169009,1800.0,1650.0,2.5,6.5,184.6153846153846,0,172,2582,2410,1,0,0,0,1,0,1,0,0,32.11545195869231,2.2740088362278477,2.2740088362278477,2.1654221804855953
604,605,s20,RL,88.0,12803,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,4,3,PConc,4,3,2,6,922.0,1,0.0,572.0,1494.0,GasA,5,1,SBrkr,1494,0,0,1494,3,1,4,6,7,1,3,Attchd,2,2.0,530.0,3,3,2,192,36,0,0,0,0,0,No_fence,No_miscFeature,0,m9,y2008,WD,Normal,1,6,6,6,2008-9,1.0,2.0,1,117.58438545337435,2988.0,2614.5,3.0,9.0,166.0,0,36,11309,11081,1,0,0,0,1,1,1,1,0,32.11545195869231,2.2740088362278477,2.2740088362278477,2.2740088362278477
605,606,s60,RL,85.0,13600,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,3,3,CBlock,3,3,1,4,454.0,1,0.0,314.0,768.0,GasA,3,1,SBrkr,1186,800,0,1986,3,1,3,7,7,3,2,Attchd,1,2.0,486.0,3,3,2,0,42,0,0,189,0,0,No_fence,No_miscFeature,0,m10,y2009,WD,Normal,1,44,19,44,2009-10,0.0,2.5,1,81.55810869604193,2754.0,2562.0,2.5,9.5,209.05263157894737,0,231,12414,12183,1,0,0,0,1,0,1,1,0,32.11545195869231,3.865314591310325,3.865314591310325,3.1231699672459294
606,607,s20,RL,82.0,12464,Pave,No_alley,1,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,1,6,732.0,1,0.0,308.0,1040.0,GasA,4,1,SBrkr,1040,0,0,1040,3,1,4,6,7,0,0,Detchd,1,2.0,576.0,3,3,2,168,0,0,0,0,0,0,GdPrv,No_miscFeature,0,m11,y2009,WD,Normal,1,13,13,9,2009-11,1.0,1.0,1,111.30060727223595,2080.0,1820.0,2.0,8.0,130.0,0,0,11424,11256,1,0,0,0,1,1,0,0,0,11.182493960703473,2.8165028409204367,2.5430404724093343,2.8165028409204367
607,608,s20,RL,78.0,7800,Pave,No_alley,0,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,4,1,6,603.0,1,0.0,293.0,896.0,GasA,5,1,SBrkr,1112,896,0,2008,3,1,5,8,7,0,0,Attchd,1,1.0,230.0,3,3,2,103,0,0,0,0,0,0,No_fence,No_miscFeature,0,m8,y2006,WD,Normal,1,58,4,58,2006-8,1.0,3.0,1,101.06766186022445,2904.0,2680.0,4.0,12.0,167.33333333333334,0,0,6688,6585,1,0,0,0,1,1,0,0,0,11.182493960703473,4.122580188942518,4.122580188942518,2.0435917781858577
608,609,s70,RL,78.0,12168,Pave,No_alley,0,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,PConc,4,3,2,4,428.0,1,0.0,537.0,965.0,GasA,3,1,SBrkr,1940,1254,0,3194,4,1,3,10,7,2,4,Basment,1,2.0,380.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m9,y2007,WD,Alloca,1,73,9,73,2007-9,0.0,2.5,1,98.4963550915284,4159.0,3917.75,2.5,12.5,255.52,0,0,10228,10228,0,0,0,0,1,0,0,0,0,53.598150033144236,4.340140034970637,4.340140034970637,2.5430404724093343
609,610,s20,RL,61.0,7943,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192.0,3,2,CBlock,3,3,2,3,903.0,1,0.0,126.0,1029.0,GasA,4,1,SBrkr,1029,0,0,1029,3,1,3,5,7,0,0,Attchd,1,1.0,261.0,3,3,2,64,0,39,0,0,0,0,No_fence,No_miscFeature,0,m4,y2007,WD,Normal,1,46,46,46,2007-4,1.0,1.0,1,88.48614899520003,2058.0,1800.75,2.0,7.0,147.0,0,39,6914,6811,1,0,0,2,1,1,1,0,0,6.38905609893065,3.9063727090956677,3.9063727090956677,3.9063727090956677
610,611,s60,RL,69.70167866248147,11050,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,4,3,PConc,5,3,2,6,904.0,1,0.0,536.0,1440.0,GasA,5,1,SBrkr,1476,677,0,2153,3,1,5,8,7,2,5,Attchd,3,3.0,736.0,3,3,2,253,142,0,0,0,0,0,No_fence,No_miscFeature,0,m5,y2009,WD,Normal,1,9,9,9,2009-5,1.0,2.5,1,131.92581847743577,3593.0,3233.0,3.5,11.5,187.2173913043478,0,142,9574,9179,1,0,1,0,1,1,1,1,0,89.01713130052181,2.5430404724093343,2.5430404724093343,2.5430404724093343
611,612,s80,RL,82.05444451701912,10395,Pave,No_alley,1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,233.0,3,3,CBlock,4,3,3,5,605.0,1,0.0,427.0,1032.0,GasA,3,1,SBrkr,1032,0,0,1032,3,1,3,6,7,1,3,Attchd,1,2.0,564.0,3,3,2,0,0,0,0,0,0,0,MnPrv,Shed,500,m7,y2007,WD,Normal,1,29,29,29,2007-7,0.5,2.0,1,109.96755602232977,2064.0,1806.0,2.5,8.5,121.41176470588235,0,0,9363,9363,1,0,0,0,1,0,0,1,0,19.085536923187668,3.4879339990006133,3.4879339990006133,3.4879339990006133
612,613,s60,RL,71.11102348822129,11885,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,4,3,PConc,4,3,3,6,990.0,1,0.0,309.0,1299.0,GasA,5,1,SBrkr,1299,573,0,1872,3,1,5,7,7,1,3,BuiltIn,2,2.0,531.0,3,3,2,160,122,0,0,0,0,0,No_fence,No_miscFeature,0,m11,y2009,WD,Normal,1,8,8,8,2009-11,1.0,2.5,1,124.11924027234802,3171.0,2846.25,3.5,10.5,178.28571428571428,0,122,10586,10304,1,0,0,0,1,1,1,1,0,53.598150033144236,2.4611501717344746,2.4611501717344746,2.4611501717344746
613,614,s20,RL,70.0,8402,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,5,206.0,1,0.0,914.0,1120.0,GasA,5,1,SBrkr,1120,0,0,1120,3,1,3,6,7,0,0,No_garage,0,0.0,0.0,0,0,2,0,30,0,0,0,0,0,No_fence,No_miscFeature,0,m12,y2007,New,Partial,1,0,0,135,2007-12,0.0,1.0,1,92.9408736568051,2240.0,1960.0,1.0,7.0,160.0,0,30,7282,7252,0,0,0,2,1,0,1,0,0,11.182493960703473,1.3132616875182228,4.932445127059181,1.3132616875182228
614,615,s180,RM,21.0,1491,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,2,150.0,6,480.0,0.0,630.0,GasA,5,1,SBrkr,630,0,0,630,1,1,3,3,7,0,0,No_garage,0,0.0,0.0,0,0,2,96,24,0,0,0,0,0,No_fence,No_miscFeature,0,m5,y2010,WD,Normal,1,38,38,138,2010-5,1.0,1.0,1,113.13486715935413,1260.0,1102.5,2.0,5.0,126.0,0,24,861,741,1,0,0,0,1,1,1,0,0,6.38905609893065,3.730939445882284,4.953841156218297,3.730939445882284
615,616,s85,RL,80.0,8800,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156.0,3,4,PConc,3,3,4,6,763.0,1,0.0,173.0,936.0,GasA,5,1,SBrkr,1054,0,0,1054,3,1,4,6,7,0,0,Attchd,2,2.0,480.0,3,3,2,120,0,0,0,0,0,0,MnPrv,No_miscFeature,0,m5,y2010,WD,Abnorml,1,47,47,47,2010-5,1.0,1.0,1,110.00198220923242,1990.0,1756.0,2.0,8.0,131.75,0,0,7746,7626,0,0,0,2,1,1,0,1,0,19.085536923187668,3.9262864339333143,3.9262864339333143,3.9262864339333143
616,617,s60,RL,71.03708936945841,7861,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,457.0,1,0.0,326.0,783.0,GasA,5,1,SBrkr,807,702,0,1509,3,1,4,7,7,1,4,Attchd,3,2.0,393.0,3,3,2,100,75,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2006,WD,Normal,1,4,3,4,2006-6,1.0,2.5,1,102.75361161964278,2292.0,2096.25,3.5,10.5,143.71428571428572,0,75,7054,6879,1,0,0,0,1,1,1,0,0,19.085536923187668,2.0435917781858577,2.0435917781858577,1.904832441554448
617,618,s45,RL,59.0,7227,Pave,No_alley,0,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,832.0,832.0,GasA,4,1,SBrkr,832,0,0,832,2,1,4,4,7,0,0,Detchd,1,2.0,528.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2008,WD,Normal,1,54,54,46,2008-6,0.0,1.0,1,70.61285324275185,1664.0,1456.0,1.0,5.0,166.4,0,0,6395,6395,1,0,0,2,1,0,0,0,0,19.085536923187668,4.0555739661109,3.9063727090956677,4.0555739661109
618,619,s20,RL,90.0,11694,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,5,3,PConc,5,3,3,6,48.0,1,0.0,1774.0,1822.0,GasA,5,1,SBrkr,1828,0,0,1828,3,1,4,9,7,1,4,Attchd,1,3.0,774.0,3,3,2,0,108,0,0,260,0,0,No_fence,No_miscFeature,0,m7,y2007,New,Partial,1,0,0,0,2007-7,0.0,2.0,1,117.36671160352525,3650.0,3194.5,2.0,11.0,166.1818181818182,0,368,9866,9498,0,0,0,0,1,0,1,1,0,89.01713130052181,1.3132616875182228,1.3132616875182228,1.3132616875182228
