,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,train,YearsOld,YearSinceRemodel,YearSinceGarageBlt,YrSold-Month,BsmtBath,Bath,Basement,BsmtScore,TotalSF,SF_score,OverallQual_exp,YearsOld_log,YearSinceGarageBlt_log,YearSinceRemodel_log
834,835,20,RL,75.0,7875,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,3,3,CBlock,3,3,1,3,572.0,1,0.0,572.0,1144.0,GasA,4,1,SBrkr,1144,0,0,1144,3,1,3,6,7,0,0,Attchd,1,2.0,456.0,3,3,2,0,0,0,0,0,0,0,GdWo,No_miscFeature,0,9,2008,WD,Normal,1,47,47,47,2008-9,1.0,1.0,1,80.99633903386592,2288.0,2002.0,11.182493960703473,3.9262864339333143,3.9262864339333143,3.9262864339333143
835,836,20,RL,60.0,9600,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,Gable,CompShg,VinylSd,HdBoard,None,0.0,3,3,CBlock,4,3,1,4,442.0,1,0.0,625.0,1067.0,GasA,3,1,SBrkr,1067,0,0,1067,2,1,4,4,5,0,0,Attchd,1,2.0,436.0,3,3,2,290,0,0,0,0,0,0,No_fence,No_miscFeature,0,2,2010,WD,Normal,1,60,15,14,2010-2,0.0,2.0,1,95.83556519843823,2134.0,1867.25,6.38905609893065,4.154471520278726,2.874596978199212,2.929500684169373
836,837,30,RM,90.0,8100,Pave,Pave,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,3,338.0,1,0.0,1221.0,1559.0,GasA,4,1,SBrkr,1559,0,0,1559,2,1,3,5,5,0,0,Detchd,1,2.0,812.0,3,3,2,0,116,230,0,0,0,0,GdWo,No_miscFeature,0,6,2007,COD,Normal,1,59,34,59,2007-6,1.0,1.0,1,80.38873301744836,3118.0,2728.25,11.182493960703473,4.138652981350261,4.138652981350261,3.6301449060506736
837,838,160,RM,21.0,1680,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,3,3,CBlock,3,3,1,4,330.0,1,0.0,153.0,483.0,GasA,3,1,SBrkr,483,504,0,987,2,1,3,5,7,0,0,Detchd,1,1.0,264.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,11,2008,WD,Normal,1,35,35,35,2008-11,1.0,1.5,1,77.58324567714878,1470.0,1349.25,19.085536923187668,3.6563118871588056,3.6563118871588056,3.6563118871588056
838,839,20,RL,75.0,9525,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1099.0,1099.0,GasA,5,1,SBrkr,1099,0,0,1099,3,1,4,6,7,0,0,Attchd,1,1.0,352.0,3,3,2,278,0,0,0,0,0,0,No_fence,No_miscFeature,0,6,2008,WD,Normal,1,13,2,9,2008-6,0.0,1.5,1,87.53831823483077,2198.0,1923.25,11.182493960703473,2.8165028409204367,2.5430404724093343,1.743668380628679
839,840,50,RL,70.0,11767,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,352.0,1,0.0,416.0,768.0,GasA,5,1,SBrkr,768,432,0,1200,3,1,3,6,7,0,0,Detchd,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,5,2008,WD,Normal,1,62,13,62,2008-5,0.0,1.0,1,78.91045526287952,1968.0,1776.0,11.182493960703473,4.18537714901202,4.18537714901202,2.8165028409204367
840,841,70,RH,66.01271884312735,12155,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,4,156.0,1,0.0,516.0,672.0,GasA,3,0,SBrkr,810,672,0,1482,4,1,2,7,7,0,0,Detchd,1,1.0,400.0,3,3,1,0,0,254,0,0,0,0,No_fence,No_miscFeature,0,3,2008,WD,Normal,1,83,83,74,2008-3,0.0,2.0,1,72.90829145870079,2154.0,1986.0,19.085536923187668,4.462664724631348,4.353090517065425,4.462664724631348
841,842,70,RM,60.0,10440,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,650.0,650.0,GasA,4,1,SBrkr,958,581,0,1539,3,1,4,8,7,1,1,Detchd,1,2.0,686.0,4,3,1,70,78,68,0,0,0,0,No_fence,No_miscFeature,0,6,2008,WD,Normal,1,104,6,25,2008-6,0.0,2.0,1,68.02435124318997,2189.0,2026.5,11.182493960703473,4.679519317467685,3.3575339174760632,2.2740088362278477
842,843,80,RL,82.0,9020,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,3,3,CBlock,3,3,4,3,312.0,5,539.0,276.0,1127.0,GasA,3,1,SBrkr,1165,0,0,1165,3,1,3,6,7,0,0,Attchd,2,2.0,490.0,4,4,2,0,129,0,0,0,0,0,GdPrv,No_miscFeature,0,5,2008,WD,Normal,1,42,42,42,2008-5,1.0,1.5,1,101.67506313067763,2292.0,2010.25,19.085536923187668,3.8224982579155324,3.8224982579155324,3.8224982579155324
843,844,90,RL,80.0,8000,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1800.0,1800.0,GasA,5,0,SBrkr,1800,0,0,1800,6,2,3,10,7,0,0,No_garage,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,7,2007,WD,Normal,1,46,46,135,2007-7,0.0,2.0,1,78.70902212434754,3600.0,3150.0,11.182493960703473,3.9063727090956677,4.932445127059181,3.9063727090956677
844,845,50,RM,100.0,12665,Pave,Grvl,1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,876.0,876.0,GasA,4,1,SBrkr,876,540,0,1416,4,1,3,7,7,1,4,Detchd,1,3.0,720.0,3,3,2,418,0,194,0,0,0,0,No_fence,No_miscFeature,0,6,2008,WD,Normal,1,93,93,59,2008-6,0.0,1.5,1,74.54157691609402,2292.0,2073.0,11.182493960703473,4.571802441761435,4.138652981350261,4.571802441761435
845,846,85,RL,66.03905673915958,16647,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,4,5,1390.0,1,0.0,0.0,1390.0,GasA,3,1,SBrkr,1701,0,0,1701,3,1,3,6,5,2,3,Basment,3,2.0,611.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,1,2007,WD,Normal,1,32,26,32,2007-1,1.0,2.0,1,130.28000745462197,3091.0,2743.5,11.182493960703473,3.5756626537444336,3.5756626537444336,3.3917624062153626
846,847,60,RL,75.0,9317,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,4,3,PConc,4,3,1,5,513.0,1,0.0,227.0,740.0,GasA,5,1,SBrkr,1006,769,0,1775,3,1,4,7,7,1,3,Attchd,1,2.0,425.0,3,3,2,234,72,192,0,0,0,0,No_fence,No_miscFeature,0,7,2009,WD,Normal,1,16,16,16,2009-7,1.0,2.5,1,100.92381495553563,2515.0,2330.0,32.11545195869231,2.981546217004304,2.981546217004304,2.981546217004304
847,848,20,RL,36.0,15523,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,3,4,460.0,1,0.0,404.0,864.0,GasA,5,1,SBrkr,864,0,0,864,3,1,3,5,7,1,2,Attchd,1,1.0,338.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,8,2009,WD,Normal,1,37,37,37,2009-8,1.0,1.0,1,88.57297118106614,1728.0,1512.0,11.182493960703473,3.7066771765696025,3.7066771765696025,3.7066771765696025
848,849,50,RL,75.0,45600,Pave,No_alley,1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,907.0,907.0,GasA,3,1,SBrkr,1307,1051,0,2358,5,1,3,10,7,1,4,Detchd,1,2.0,360.0,2,3,2,486,40,0,0,175,0,0,No_fence,No_miscFeature,0,9,2008,WD,Normal,1,100,11,100,2008-9,0.0,3.0,1,71.51806597531359,3265.0,3038.25,19.085536923187668,4.641678395053685,4.641678395053685,2.6890903828778803
849,850,80,RL,80.0,9600,Pave,No_alley,0,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,4,4,CBlock,3,3,1,1,0.0,1,0.0,528.0,528.0,GasA,5,1,SBrkr,1094,761,0,1855,3,1,3,7,7,1,3,Attchd,2,2.0,512.0,3,3,2,113,100,0,0,0,0,0,No_fence,No_miscFeature,0,8,2007,WD,Normal,1,31,13,31,2007-8,0.0,2.5,1,65.84537853451215,2383.0,2251.0,19.085536923187668,3.547266402060136,3.547266402060136,2.8165028409204367
850,851,120,RM,36.0,4435,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,6,659.0,1,0.0,189.0,848.0,GasA,5,1,SBrkr,848,0,0,848,1,1,4,3,7,0,0,Attchd,3,2.0,420.0,3,3,2,140,0,0,0,0,0,0,No_fence,No_miscFeature,0,11,2007,WD,Normal,1,4,4,4,2007-11,1.0,1.0,1,117.24960446201439,1696.0,1484.0,19.085536923187668,2.0435917781858577,2.0435917781858577,2.0435917781858577
851,852,120,RL,47.56356105586786,3196,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,4,1,0.0,1,0.0,1273.0,1273.0,GasA,5,1,SBrkr,1456,0,0,1456,2,1,4,7,7,1,3,Attchd,3,2.0,400.0,3,3,2,143,20,0,0,0,0,0,No_fence,No_miscFeature,0,5,2006,WD,Normal,1,3,3,3,2006-5,0.0,2.0,1,100.09883570584952,2729.0,2410.75,53.598150033144236,1.904832441554448,1.904832441554448,1.904832441554448
852,853,75,RL,53.0,7128,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,364.0,1,0.0,554.0,918.0,GasA,4,1,SBrkr,918,728,0,1646,4,1,3,7,7,2,4,Detchd,1,1.0,240.0,3,3,2,0,0,0,0,126,0,0,MnPrv,No_miscFeature,0,8,2007,WD,Normal,1,66,66,66,2007-8,0.0,2.0,1,77.05556343187517,2564.0,2334.5,32.11545195869231,4.244462576464894,4.244462576464894,4.244462576464894
853,854,80,RL,65.97750932891759,12095,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,3,4,CBlock,3,3,4,3,564.0,1,0.0,563.0,1127.0,GasA,3,1,SBrkr,1445,0,0,1445,3,1,3,7,7,1,2,Attchd,2,2.0,645.0,3,3,2,180,0,0,0,0,0,0,MnPrv,No_miscFeature,0,8,2009,WD,Normal,1,45,45,45,2009-8,0.0,1.5,1,91.37285482033175,2572.0,2290.25,19.085536923187668,3.8860543565330374,3.8860543565330374,3.8860543565330374
854,855,20,RL,102.0,17920,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,Hip,CompShg,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3,3,2,5,306.0,3,1085.0,372.0,1763.0,GasA,3,1,SBrkr,1779,0,0,1779,3,1,3,6,7,1,4,Attchd,1,2.0,454.0,3,3,2,0,418,0,0,312,0,0,No_fence,No_miscFeature,0,7,2006,WD,Abnorml,1,51,32,51,2006-7,1.0,1.5,1,96.61971366060477,3542.0,3101.25,11.182493960703473,4.002197873487609,4.002197873487609,3.5756626537444336
855,856,20,RL,92.08714285698174,6897,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,1,5,659.0,1,0.0,381.0,1040.0,GasA,5,1,SBrkr,1040,0,0,1040,3,1,3,6,7,0,0,Detchd,1,1.0,260.0,3,3,2,0,104,0,0,0,0,0,No_fence,No_miscFeature,0,4,2010,WD,Normal,1,48,0,48,2010-4,1.0,1.5,1,90.56368740590818,2080.0,1820.0,11.182493960703473,3.9458113327110627,3.9458113327110627,1.3132616875182228
856,857,80,RL,84.36184843185339,10970,Pave,No_alley,1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,3,3,CBlock,4,4,4,6,505.0,2,435.0,0.0,940.0,GasA,3,1,SBrkr,1026,0,0,1026,3,1,3,5,7,0,0,Detchd,1,2.0,576.0,3,2,2,0,0,34,0,0,0,0,MnPrv,No_miscFeature,0,10,2008,WD,Normal,1,30,30,27,2008-10,1.0,1.0,1,124.26473400141126,1966.0,1731.0,19.085536923187668,3.5180401777565384,3.4248579766521448,3.5180401777565384
857,858,60,RL,65.0,8125,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,702.0,702.0,GasA,4,1,SBrkr,702,779,0,1481,3,1,3,6,7,1,3,Attchd,3,2.0,343.0,3,3,2,0,36,0,0,0,0,0,No_fence,No_miscFeature,0,3,2009,WD,Normal,1,15,14,15,2009-3,0.0,2.5,1,81.94196114763331,2183.0,2007.5,19.085536923187668,2.929500684169373,2.929500684169373,2.874596978199212
858,859,20,RL,80.0,10400,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,1090.0,1090.0,GasA,3,1,SBrkr,1370,0,0,1370,3,1,3,6,7,1,3,Attchd,2,2.0,479.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No_miscFeature,0,6,2009,WD,Family,1,33,33,33,2009-6,0.0,2.0,1,87.43562482291338,2460.0,2187.5,32.11545195869231,3.6032747734935797,3.6032747734935797,3.6032747734935797
859,860,60,RL,76.94529516897451,11029,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,3,3,CBlock,3,3,2,4,619.0,1,0.0,435.0,1054.0,GasA,3,1,SBrkr,1512,1142,0,2654,4,1,4,9,7,1,4,Attchd,1,2.0,619.0,3,3,2,0,65,0,0,222,0,0,No_fence,No_miscFeature,0,8,2006,WD,Normal,1,38,22,38,2006-8,1.0,2.5,1,88.83908265041524,3708.0,3444.5,19.085536923187668,3.730939445882284,3.730939445882284,3.247202094200952
860,861,50,RL,55.0,7642,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,BrkTil,3,3,1,1,0.0,1,0.0,912.0,912.0,GasA,4,1,SBrkr,912,514,0,1426,3,1,4,7,7,1,4,Detchd,1,1.0,216.0,3,3,2,0,240,0,0,0,0,0,GdPrv,No_miscFeature,0,6,2007,WD,Normal,1,89,9,82,2007-6,0.0,1.5,1,71.57572674624717,2338.0,2110.0,32.11545195869231,4.529565668105476,4.451066126406115,2.5430404724093343
861,862,190,RL,75.0,11625,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,3,3,PConc,3,3,2,4,841.0,1,0.0,198.0,1039.0,GasA,5,1,SBrkr,1039,0,0,1039,3,1,3,6,7,0,0,Attchd,1,2.0,504.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,4,2010,WD,Normal,1,45,45,45,2010-4,1.0,1.5,1,93.2860529762015,2078.0,1818.25,11.182493960703473,3.8860543565330374,3.8860543565330374,3.8860543565330374
862,863,20,RL,81.0,9672,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4,3,1,6,338.0,1,0.0,702.0,1040.0,GasA,3,1,SBrkr,1097,0,0,1097,3,1,3,6,7,0,0,Attchd,1,2.0,480.0,3,3,2,0,0,0,0,0,0,0,GdPrv,No_miscFeature,0,5,2010,WD,Normal,1,26,25,24,2010-5,0.0,2.0,1,98.13961109418644,2137.0,1877.0,19.085536923187668,3.3917624062153626,3.322092189300348,3.3575339174760632
863,864,20,RL,70.0,7931,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,1,4,1148.0,1,0.0,0.0,1148.0,GasA,3,1,SBrkr,1148,0,0,1148,3,1,3,6,7,0,0,Attchd,1,1.0,672.0,3,3,2,0,0,0,0,0,0,0,GdPrv,No_miscFeature,0,7,2009,WD,Normal,1,50,50,50,2009-7,1.0,1.0,1,95.1297382509582,2296.0,2009.0,11.182493960703473,3.9837533873099438,3.9837533873099438,3.9837533873099438
864,865,20,FV,72.0,8640,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,1,0.0,1,0.0,1372.0,1372.0,GasA,5,1,SBrkr,1372,0,0,1372,3,1,4,6,7,0,0,Attchd,3,2.0,529.0,3,3,2,0,140,0,0,0,0,0,No_fence,No_miscFeature,0,5,2008,New,Partial,1,1,0,0,2008-5,0.0,2.0,1,104.75892438363557,2744.0,2401.0,32.11545195869231,1.551444713932051,1.3132616875182228,1.3132616875182228
865,866,20,RL,65.95968594837841,8750,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,CBlock,3,3,1,4,828.0,1,0.0,174.0,1002.0,GasA,3,1,SBrkr,1002,0,0,1002,3,1,3,5,7,0,0,Detchd,1,2.0,902.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No_miscFeature,0,8,2009,WD,Normal,1,39,39,36,2009-8,1.0,1.0,1,89.69492414914669,2004.0,1753.5,11.182493960703473,3.754626974471842,3.6818115811532164,3.754626974471842
866,867,20,RL,67.0,10656,Pave,No_alley,1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1638.0,1638.0,GasA,5,1,SBrkr,1646,0,0,1646,3,1,4,6,7,1,4,Attchd,2,3.0,870.0,3,3,2,192,80,0,0,0,0,0,No_fence,No_miscFeature,0,11,2007,New,Partial,1,1,0,0,2007-11,0.0,2.0,1,99.9248613130417,3284.0,2874.5,53.598150033144236,1.551444713932051,1.3132616875182228,1.3132616875182228
867,868,20,RL,85.0,6970,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,932.0,1,0.0,108.0,1040.0,GasA,3,1,SBrkr,1120,0,0,1120,3,1,2,5,7,0,0,Attchd,2,2.0,544.0,3,3,2,168,0,0,0,0,0,0,No_fence,Shed,400,5,2007,WD,Normal,1,46,46,46,2007-5,1.0,1.5,1,97.85902132795391,2160.0,1900.0,6.38905609893065,3.9063727090956677,3.9063727090956677,3.9063727090956677
868,869,60,RL,84.69504716976692,14762,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,1,SBrkr,1547,720,53,2320,2,1,3,7,7,1,3,Attchd,1,2.0,672.0,3,3,1,120,144,0,0,0,0,0,No_fence,No_miscFeature,0,5,2006,WD,Normal,1,58,58,27,2006-5,0.0,2.0,0,0.0,2320.0,2306.75,11.182493960703473,4.122580188942518,3.4248579766521448,4.122580188942518
869,870,60,RL,80.0,9938,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4,3,1,6,750.0,1,0.0,300.0,1050.0,GasA,5,1,SBrkr,1062,887,0,1949,3,1,4,8,7,1,3,Attchd,3,2.0,574.0,3,3,2,156,90,0,0,0,0,0,GdPrv,No_miscFeature,0,6,2010,WD,Normal,1,17,16,17,2010-6,1.0,2.5,1,111.816922031951,2999.0,2736.5,32.11545195869231,3.0310164906160337,3.0310164906160337,2.981546217004304
870,871,20,RL,60.0,6600,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,894.0,894.0,GasA,4,0,SBrkr,894,0,0,894,2,1,3,5,7,0,0,Detchd,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,8,2009,WD,Normal,1,47,47,47,2009-8,0.0,1.0,1,71.36664904188598,1788.0,1564.5,11.182493960703473,3.9262864339333143,3.9262864339333143,3.9262864339333143
871,872,60,RL,70.0,8750,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,4,3,1,6,505.0,1,0.0,299.0,804.0,GasA,5,1,SBrkr,804,878,0,1682,3,1,4,7,7,0,0,Attchd,2,2.0,523.0,3,3,2,0,77,0,0,0,0,0,No_fence,No_miscFeature,0,6,2010,WD,Normal,1,12,12,12,2010-6,0.0,2.5,1,104.64843487380404,2486.0,2285.0,19.085536923187668,2.7548244825834693,2.7548244825834693,2.7548244825834693
872,873,20,RL,74.0,8892,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,3,Stone,3,3,3,1,0.0,1,0.0,105.0,105.0,GasA,4,1,SBrkr,910,0,0,910,3,1,4,5,7,0,0,Attchd,1,2.0,414.0,3,3,2,196,0,150,0,0,0,0,GdWo,No_miscFeature,0,10,2008,WD,Normal,1,55,12,55,2008-10,0.0,1.0,1,53.62954958228877,1015.0,988.75,11.182493960703473,4.07275112346364,4.07275112346364,2.7548244825834693
873,874,40,RL,60.0,12144,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3,3,1,3,375.0,1,0.0,457.0,832.0,GasA,4,1,SBrkr,1036,0,232,1268,3,1,3,6,7,1,4,Attchd,1,1.0,288.0,3,3,2,0,28,0,0,0,0,0,No_fence,Othr,0,9,2009,WD,Normal,1,60,60,60,2009-9,0.0,1.0,1,76.67508308845514,2100.0,1834.0,11.182493960703473,4.154471520278726,4.154471520278726,4.154471520278726
874,875,50,RM,52.0,5720,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,676.0,676.0,GasA,5,1,SBrkr,676,455,0,1131,3,1,3,5,7,0,0,Detchd,1,1.0,200.0,3,3,2,26,0,0,0,0,0,0,No_fence,No_miscFeature,0,8,2009,WD,Abnorml,1,68,68,68,2009-8,0.0,1.5,1,68.43554836557888,1807.0,1638.0,11.182493960703473,4.27274569179156,4.27274569179156,4.27274569179156
875,876,60,FV,75.0,9000,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,3,6,64.0,1,0.0,1120.0,1184.0,GasA,5,1,SBrkr,1184,1426,0,2610,4,1,5,11,7,1,4,BuiltIn,3,2.0,550.0,3,3,2,208,364,0,0,0,0,0,No_fence,No_miscFeature,0,8,2007,New,Partial,1,0,0,0,2007-8,0.0,2.5,1,97.45906103496009,3794.0,3498.0,53.598150033144236,1.3132616875182228,1.3132616875182228,1.3132616875182228
