,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,train,ExterQual_Num,ExterCond_Num,BsmtCond_Num,BsmtQual_Num,HeatingQC_Num,KitchenQual_Num,FireplaceQu_Num,GarageQual_Num,GarageCond_Num,PoolQC_Num,BsmtExposure_Num,BsmtFinType1_Num,BsmtFinType2_Num,Functional_Num,GarageFinish_Num,PavedDrive_Num,LotShape_Num,YearsOld,YearSinceRemodel,YearSinceGarageBlt,YrSold-Month,BsmtBath,Bath,Basement,BsmtScore,TotalSF,SF_score,add_TotalBaths,add_TotRmsAbvGrdWBath,add_SFPerRm,add_GarageSpacious,add_PorchSF,add_OutdoorSF,add_YardSF,add_NormalSale_bi,add_Cond1_2_NearRlrd_bi,add_Cond1_2_NearPosFtr_bi,add_Cond1_2_NearBusyRd_bi,add_HasPool_bi,add_HasDeck_bi,add_HasPorch_bi,add_MasVnrStoneBrick_bi,add_HasFinishedBasement_bi,HasSecondFloor,OverallQual_exp,YearsOld_log,YearSinceGarageBlt_log,YearSinceRemodel_log,SF_score_log,TotalSF_log,1stFlrSF_log,2ndFlrSF_log,LowQualFinSF_log,TotalBsmtSF_log,GrLivArea_log,outlier,Basement_FireplaceQu,Basement_Basement,Neighborhood_FireplaceQu,Neighborhood_Basement,OverallQual_FireplaceQu,OverallQual_Basement,OverallQual_Neighborhood,OverallQual_OverallQual,TotalBsmtSF_log_TotalBsmtSF_log,LotArea_TotalBsmtSF_log,LotArea_LotArea,Basement_TotalBsmtSF_log,Basement_LotArea,OverallQual_TotalBsmtSF_log,OverallQual_LotArea,TotalSF_log_TotalBsmtSF_log,TotalSF_log_LotArea,TotalSF_log_Basement,TotalSF_log_OverallQual,TotalSF_log_TotalSF_log,SF_score_TotalBsmtSF_log,SF_score_LotArea,SF_score_Basement,SF_score_OverallQual,SF_score_TotalSF_log,SF_score_SF_score,YearSinceRemodel_log_TotalBsmtSF_log,YearSinceRemodel_log_LotArea,YearSinceRemodel_log_Basement,YearSinceRemodel_log_OverallQual,YearSinceRemodel_log_TotalSF_log,YearSinceRemodel_log_SF_score,YearSinceRemodel_log_YearSinceRemodel_log
1259,1260,s20,RL,65.0,9750,Pave,No_alley,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602.0,LwQ,438.0,14.0,1054.0,GasA,Gd,1,SBrkr,1054,0,0,1054,3,1,TA,6,Typ,0,No_fireplace,Attchd,Unf,2.0,460.0,TA,TA,Y,180,0,0,0,80,0,No_pool,No_fence,No_miscFeature,0,m7,y2008,WD,Normal,1,3,3,3,4,4,3,0,3,3,0,1,5,2,7,1,2,0,39,39,39,2008-7,1.0,1.5,1,105.81302082687552,2108.0,1844.5,2.5,8.5,124.0,0,80,8696,8436,1,0,0,0,1,1,1,0,1,0,19.085536923187668,3.754626974471842,3.754626974471842,3.754626974471842,7.521977363098806,7.6552572466432425,6.963869302696742,1.3132616875182228,1.3132616875182228,6.963869302696742,6.963869302696742,0,1_No_fireplace,0.0001,NAmes_No_fireplace,NAmes_1,6_No_fireplace,0.0006,6_NAmes,0.0036,0.0048495475665042,6.7897725701293234,9506.25,0.0006963869302696741,0.975,0.004178321581618045,5.85,0.005331021094414565,7.463875815477161,0.0007655257246643242,0.004593154347985945,0.005860296351228387,1.284485692882414,1798.3875,0.18445,1.1067,1.412012199143346,340.218025,0.00261467315306016,3.660761300110046,0.0003754626974471842,0.002252776184683105,0.002874263535476776,0.6925409454413313,0.0014097223717431577
1260,1261,s60,RL,65.15682830192995,24682,Pave,No_alley,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,841.0,841.0,GasA,Ex,1,SBrkr,892,783,0,1675,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,502.0,TA,TA,Y,0,103,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m6,y2009,WD,Normal,1,3,3,3,4,5,3,3,3,3,0,1,1,1,7,3,2,1,10,10,10,2009-6,0.0,2.5,1,84.19725017802908,2516.0,2305.75,2.5,9.5,176.31578947368422,0,103,23790,23687,1,0,0,0,1,0,1,0,0,1,19.085536923187668,2.6187293832937852,2.6187293832937852,2.6187293832937852,7.74477259599348,7.831902381330959,6.797625945933187,6.6678702196929445,1.3132616875182228,6.739003177483096,7.425785853736965,0,1_TA,0.0001,Gilbert_TA,Gilbert_1,6_TA,0.0006,6_Gilbert,0.0036,0.0045414163826127275,16.633207642663777,60920.1124,0.0006739003177483097,2.4682,0.004043401906489857,14.809199999999999,0.005277921503352676,19.330701457601073,0.0007831902381330959,0.004699141428798575,0.006133869491069754,1.5538456576481652,5691.05215,0.230575,1.38345,1.8058408915753859,531.64830625,0.0017647625634985167,6.46354786384572,0.0002618729383293785,0.001571237629976271,0.002050963289307995,0.6038135275529646,0.0006857743582926248
1261,1262,s20,RL,80.0,9600,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,504.0,Unf,0.0,546.0,1050.0,GasA,Gd,1,SBrkr,1050,0,0,1050,2,1,TA,5,Typ,0,No_fireplace,Attchd,Unf,1.0,338.0,TA,TA,Y,0,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m6,y2009,WD,Normal,1,3,3,3,3,4,3,0,3,3,0,1,3,1,7,1,2,0,53,53,53,2009-6,0.0,1.0,1,79.73291987024986,2100.0,1837.5,1.0,6.0,175.0,1,0,8550,8550,1,0,0,0,1,0,0,0,1,0,11.182493960703473,4.038096589601075,4.038096589601075,4.038096589601075,7.518182741194496,7.6514616684233046,6.960080408581628,1.3132616875182228,1.3132616875182228,6.960080408581628,6.960080408581628,0,1_No_fireplace,0.0001,NAmes_No_fireplace,NAmes_1,5_No_fireplace,0.0005,5_NAmes,0.0025000000000000005,0.004844271929392179,6.681677192238363,9216.0,0.0006960080408581628,0.96,0.0034800402042908136,4.800000000000001,0.005325478845540633,7.345403201686372,0.0007651461668423304,0.0038257308342116523,0.005854486566335113,1.2789147750768741,1764.0,0.18375,0.9187500000000001,1.405956081572782,337.640625,0.0028105476961242724,3.8765727260170317,0.0004038096589601075,0.0020190482948005376,0.0030897341268723492,0.7420002483391975,0.0016306224066947833
1262,1263,s50,RL,68.23036621966467,11250,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1104.0,1104.0,GasA,Ex,1,FuseA,1104,684,0,1788,5,1,TA,8,Min2,2,TA,Attchd,Unf,1.0,304.0,TA,TA,Y,120,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m11,y2009,WD,Normal,1,3,3,3,3,5,3,3,3,3,0,3,1,1,5,1,2,0,52,20,52,2009-11,1.0,1.0,1,80.58740706044631,2892.0,2616.0,2.0,10.0,178.8,0,0,10146,10026,1,0,0,0,1,1,0,0,0,1,6.38905609893065,4.020308312622443,4.020308312622443,3.1662461359435077,7.870822064954133,7.970988470399608,7.010057576700549,6.533379279989395,1.3132616875182228,7.010057576700549,7.490930372375193,0,1_TA,0.0001,ClearCr_TA,ClearCr_1,4_TA,0.0004,4_ClearCr,0.0016,0.004914090722865678,7.8863147737881185,12656.25,0.000701005757670055,1.125,0.00280402303068022,4.5,0.0055877088120717495,8.967362029199558,0.0007970988470399608,0.0031883953881598434,0.006353665719524348,1.833831062064864,2943.0,0.2616,1.0464,2.0852105838565373,684.3456,0.0022195567714969624,3.562026902936446,0.0003166246135943508,0.0012664984543774031,0.0025238111444053006,0.8282899891628216,0.001002511459337719
1263,1264,s70,RL,60.0,13515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,764.0,764.0,GasA,Ex,1,FuseA,1060,764,0,1824,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2.0,520.0,TA,TA,N,0,0,126,0,0,0,No_pool,GdPrv,No_miscFeature,0,m7,y2007,WD,Normal,1,3,3,3,3,5,3,4,3,3,0,1,1,1,7,1,0,0,88,88,67,2007-7,0.0,1.0,1,69.71869625517863,2588.0,2397.0,1.0,9.0,202.66666666666666,0,126,12455,12329,1,0,0,0,1,0,1,0,0,1,19.085536923187668,4.518721725023783,4.258704122622189,4.518721725023783,7.783523255654678,7.860076363999063,6.969525862125492,6.643422845316701,1.3132616875182228,6.643422845316701,7.510823627352193,0,1_Gd,0.0001,BrkSide_Gd,BrkSide_1,6_Gd,0.0006,6_BrkSide,0.0036,0.0044135067101675855,8.978585975445522,18265.522500000003,0.0006643422845316702,1.3515000000000001,0.003986053707190021,8.109,0.005221781088252522,10.622893205944735,0.0007860076363999063,0.004716045818399438,0.0061780800447896736,1.5924284560224133,3239.5455,0.2397,1.4382,1.8840603044505755,574.5609,0.0030019779139651894,6.107052411369644,0.00045187217250237835,0.0027112330350142697,0.0035517497826348513,1.0831375974882007,0.0020418846028201917
1264,1265,s120,RH,34.0,4060,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266.0,Unf,0.0,1139.0,1405.0,GasA,Ex,1,SBrkr,1337,0,0,1337,2,1,Gd,5,Typ,0,No_fireplace,Attchd,Fin,2.0,511.0,TA,TA,Y,144,68,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m8,y2008,COD,Abnorml,1,4,3,3,4,5,4,0,3,3,0,1,6,1,7,3,2,0,10,9,10,2008-8,1.0,2.0,1,97.46787415463471,2742.0,2390.75,3.0,8.0,167.125,0,68,2723,2511,0,0,0,0,1,1,1,0,1,0,19.085536923187668,2.6187293832937852,2.6187293832937852,2.5430404724093343,7.780916473434108,7.917797988868495,7.200960780546811,1.3132616875182228,1.3132616875182228,7.250435549983186,7.200960780546811,0,1_No_fireplace,0.0001,NAmes_No_fireplace,NAmes_1,6_No_fireplace,0.0006,6_NAmes,0.0036,0.005256881566445999,2.9436768332931735,1648.3600000000001,0.0007250435549983187,0.406,0.0043502613299899115,2.436,0.005740748401607752,3.2146259834806092,0.0007917797988868495,0.004750678793321097,0.006269152499252999,1.7333978791122302,970.6445,0.23907499999999998,1.4344499999999998,1.8929475541887355,571.5685562499999,0.0018438151046202675,1.0324744317981898,0.00025430404724093345,0.0015258242834456006,0.0020135280738053816,0.6079774009412616,0.0006467054844311891
1265,1266,s160,FV,35.0,3735,Pave,No_alley,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450.0,Unf,0.0,241.0,691.0,GasA,Ex,1,SBrkr,713,739,0,1452,3,1,Gd,6,Typ,0,No_fireplace,Detchd,Unf,2.0,506.0,TA,TA,Y,0,34,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m3,y2006,WD,Normal,1,4,3,3,4,5,4,0,3,3,0,1,6,1,7,1,2,0,7,7,7,2006-3,1.0,2.5,1,103.03870056698608,2143.0,1970.25,3.5,9.5,152.8421052631579,0,34,3022,2988,1,0,0,0,1,0,1,1,1,1,32.11545195869231,2.3719508656009087,2.3719508656009087,2.3719508656009087,7.587801151894963,7.671695574471257,6.574682851016189,6.610316809733088,1.3132616875182228,6.54350641350121,7.283254722280281,0,1_No_fireplace,0.0001,Somerst_No_fireplace,Somerst_1,7_No_fireplace,0.0007000000000000001,7_Somerst,0.004900000000000001,0.004281747618353147,2.443999645442702,1395.0225,0.0006543506413501211,0.3735,0.004580454489450847,2.6145000000000005,0.005019978919398152,2.8653782970650146,0.0007671695574471257,0.00537018690212988,0.005885491298736187,1.289234351120076,735.888375,0.197025,1.3791750000000003,1.5115158205601995,388.18850625000005,0.0015520875701569292,0.8859236483019395,0.00023719508656009088,0.0016603656059206364,0.001819688495849376,0.46733361929501904,0.00056261509088249
1266,1267,s190,RM,60.0,10120,Pave,No_alley,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,925.0,925.0,GasA,TA,0,FuseF,964,925,0,1889,4,2,TA,9,Typ,1,Gd,Detchd,Unf,1.0,308.0,TA,TA,N,0,0,264,0,0,0,No_pool,MnPrv,No_miscFeature,0,m1,y2007,WD,Normal,1,2,3,3,3,3,3,4,3,3,0,1,1,1,7,1,0,1,97,97,47,2007-1,0.0,1.5,1,71.72417946378488,2814.0,2582.75,1.5,10.5,179.9047619047619,0,264,9156,8892,1,0,0,2,1,0,1,0,0,1,32.11545195869231,4.612327330699196,3.9262864339333143,4.612327330699196,7.85804862639852,7.943682716498974,6.87494101374984,6.833805443985494,1.3132616875182228,6.833805443985494,7.545769319124583,0,1_Gd,0.0001,OldTown_Gd,OldTown_1,7_Gd,0.0007000000000000001,7_OldTown,0.004900000000000001,0.004670089684624577,6.91581110931332,10241.44,0.0006833805443985494,1.012,0.004783663810789846,7.0840000000000005,0.005428558219330416,8.039006909096962,0.0007943682716498973,0.005560577901549282,0.006310209510040451,1.7650011010453535,2613.743,0.25827500000000003,1.8079250000000002,2.0516546536037725,667.0597562500001,0.003151974762197525,4.667675258667586,0.0004612327330699196,0.0032286291314894376,0.003663886489971105,1.191248841336335,0.002127356340551477
1267,1268,s20,RL,89.0,13214,Pave,No_alley,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,2002.0,2002.0,GasA,Ex,1,SBrkr,2018,0,0,2018,3,1,Ex,10,Typ,1,Gd,Attchd,Fin,3.0,746.0,TA,TA,Y,144,76,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m5,y2010,WD,Normal,1,5,3,3,5,5,5,4,3,3,0,4,1,1,7,3,2,1,2,1,1,2010-5,0.0,2.0,1,121.63842137065309,4020.0,3519.5,2.0,12.0,168.16666666666666,0,76,11196,10976,1,0,0,0,1,1,1,0,0,0,89.01713130052181,1.743668380628679,1.551444713932051,1.551444713932051,8.167130135498907,8.299961699842827,7.611703063379246,1.3132616875182228,1.3132616875182228,7.60375752088712,7.611703063379246,0,1_Gd,0.0001,Timber_Gd,Timber_1,9_Gd,0.0009,9_Timber,0.0081,0.005781712843644743,10.047605188100238,17460.979599999995,0.0007603757520887119,1.3214,0.006843381768798407,11.892599999999998,0.006311089619825494,10.96756939017231,0.0008299961699842827,0.007469965529858544,0.006888936421885783,2.6761424594762215,4650.667299999999,0.35195,3.16755,2.921171520259683,1238.688025,0.00117968094118014,2.050079044989812,0.00015514447139320511,0.0013963002425388458,0.0012876931705059634,0.5460309670683854,0.00024069807003877038
1268,1269,s50,RL,81.67359095615473,14100,Pave,No_alley,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192.0,Unf,0.0,536.0,728.0,GasA,Ex,1,SBrkr,1968,1479,0,3447,4,1,Gd,11,Typ,2,Gd,BuiltIn,Unf,3.0,1014.0,TA,TA,Y,314,12,0,0,0,0,No_pool,GdWo,No_miscFeature,0,m5,y2008,WD,Normal,1,3,4,3,3,5,4,4,3,3,0,2,3,1,7,1,2,1,73,11,26,2008-5,0.0,3.5,1,75.98533785579212,4175.0,3993.0,3.5,14.5,237.72413793103448,1,12,12132,11806,1,0,0,0,1,1,1,1,1,1,53.598150033144236,4.340140034970637,3.3917624062153626,2.6890903828778803,8.293228873822633,8.337759847356343,7.586660665843888,7.301632359040674,1.3132616875182228,6.595395578993269,8.146337685986724,0,1_Gd,0.0001,Crawfor_Gd,Crawfor_1,8_Gd,0.0008,8_Crawfor,0.0064,0.0043499242843403965,9.29950776638051,19881.0,0.000659539557899327,1.41,0.005276316463194616,11.28,0.005499082443596163,11.756241384772444,0.0008337759847356343,0.006670207877885075,0.006951823927218768,2.6335414546920126,5630.13,0.3993,3.1944,3.329267507049388,1594.4049,0.001773561482274609,3.791617439857811,0.00026890903828778804,0.0021512723063023043,0.0022420989820271285,1.0737537898831375,0.0007231207087286305
1269,1270,s50,RL,78.0,11344,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460.0,Unf,0.0,414.0,874.0,GasW,TA,1,FuseA,874,650,0,1524,3,1,TA,7,Typ,0,No_fireplace,Attchd,Unf,1.0,315.0,TA,TA,Y,0,0,0,0,0,0,No_pool,GdWo,No_miscFeature,0,m7,y2007,WD,Normal,1,3,3,3,3,3,3,0,3,3,0,1,4,1,7,1,2,0,49,49,49,2007-7,0.0,1.5,1,81.82549378521433,2398.0,2179.5,1.5,8.5,179.2941176470588,0,0,10470,10470,1,0,0,2,1,0,0,1,1,1,11.182493960703473,3.964962299155944,3.964962299155944,3.964962299155944,7.688555343226995,7.783939710927411,6.777325678626286,6.482676496922528,1.3132616875182228,6.777325678626286,7.331530582197017,0,1_No_fireplace,0.0001,NAmes_No_fireplace,NAmes_1,5_No_fireplace,0.0005,5_NAmes,0.0025000000000000005,0.004593214335416726,7.688198249833659,12868.6336,0.0006777325678626287,1.1344,0.0033886628393131435,5.672000000000001,0.005275429448374722,8.830101208076055,0.0007783939710927411,0.0038919698554637054,0.00605897174233527,1.4771181316565993,2472.4248000000002,0.21795000000000003,1.0897500000000002,1.6965096599966294,475.0220250000001,0.00268718408048547,4.497853232162503,0.0003964962299155944,0.0019824811495779723,0.0030863027492730004,0.8641635331010381,0.001572092603372799
1270,1271,s40,RL,72.29401182328618,23595,Pave,No_alley,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,Shed,WdShake,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258.0,Unf,0.0,74.0,1332.0,GasA,TA,1,SBrkr,1332,192,0,1524,0,1,Gd,4,Typ,1,TA,Attchd,Fin,2.0,586.0,TA,TA,Y,268,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m4,y2010,WD,Normal,1,4,3,3,4,3,4,3,3,3,0,4,6,1,7,3,2,0,31,31,31,2010-4,2.0,0.5,1,134.70989593890138,2856.0,2523.0,2.5,6.5,234.46153846153845,0,0,22263,21995,1,0,0,0,1,1,0,0,1,1,32.11545195869231,3.547266402060136,3.547266402060136,3.547266402060136,7.834676617923954,7.958478396104991,7.197224464966175,5.276676287660027,1.3132616875182228,7.197224464966175,7.331530582197017,0,1_TA,0.0001,ClearCr_TA,ClearCr_1,7_TA,0.0007000000000000001,7_ClearCr,0.004900000000000001,0.005180003999910763,16.981851125087687,55672.4025,0.0007197224464966175,2.3595,0.005038057125476322,16.5165,0.0057278955416351605,18.778029775609728,0.0007958478396104991,0.005570934877273495,0.006333737838126988,1.8158597325109658,5953.0185,0.2523,1.7661000000000002,2.0079240993372895,636.5529,0.002553047253265975,8.369775075660892,0.0003547266402060136,0.0024830864814420956,0.0028230843026024674,0.8949753132397724,0.0012583098927184664
1271,1272,s20,RL,70.05324657118474,9156,Pave,No_alley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1489.0,1489.0,GasA,Gd,1,SBrkr,1489,0,0,1489,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,462.0,TA,TA,Y,0,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m8,y2009,WD,Normal,1,3,3,3,3,4,4,4,3,3,0,1,1,1,7,2,2,1,41,41,41,2009-8,0.0,2.0,1,76.7185796888648,2978.0,2605.75,2.0,9.0,165.44444444444446,0,0,7667,7667,1,0,1,0,1,0,0,0,0,0,19.085536923187668,3.8003824074571204,3.8003824074571204,3.8003824074571204,7.866901756124929,8.00025501796729,7.308354087054285,1.3132616875182228,1.3132616875182228,7.308354087054285,7.308354087054285,0,1_Gd,0.0001,NWAmes_Gd,NWAmes_1,6_Gd,0.0006,6_NWAmes,0.0036,0.005341203946176307,6.691529002106903,8383.2336,0.0007308354087054285,0.9156000000000001,0.004385012452232571,5.4936,0.0058468696458037804,7.325033494450851,0.0008000255017967291,0.004800153010780375,0.006400408035251081,1.9043743662341703,2385.8247,0.260575,1.56345,2.084666451306827,678.99330625,0.002777454029990845,3.479630132267739,0.000380038240745712,0.002280229444474272,0.003040402842545344,0.9902846458231391,0.0014442906442909576
1272,1273,s20,RL,79.15296179416416,13526,Pave,No_alley,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,LwQ,375.0,0.0,935.0,GasA,TA,1,SBrkr,935,0,0,935,3,1,TA,5,Typ,0,No_fireplace,Attchd,Unf,1.0,288.0,TA,TA,Y,180,0,0,0,0,0,No_pool,MnPrv,No_miscFeature,0,m11,y2006,WD,Normal,1,3,3,3,3,3,3,0,3,3,0,1,4,2,7,1,2,1,41,41,41,2006-11,1.0,1.0,1,86.87388207965797,1870.0,1636.25,2.0,7.0,133.57142857142858,0,0,12591,12411,1,0,0,0,1,1,0,1,1,0,11.182493960703473,3.8003824074571204,3.8003824074571204,3.8003824074571204,7.402432180282717,7.535680121630283,6.84451541484144,1.3132616875182228,1.3132616875182228,6.84451541484144,6.84451541484144,0,1_No_fireplace,0.0001,Sawyer_No_fireplace,Sawyer_1,5_No_fireplace,0.0005,5_Sawyer,0.0025000000000000005,0.004684739126400209,9.25789155011453,18295.2676,0.000684451541484144,1.3526,0.0034222577074207203,6.763,0.005157807875381269,10.19276093251712,0.0007535680121630282,0.0037678400608151413,0.005678647489553379,1.1199338347534307,2213.19175,0.16362500000000002,0.8181250000000001,1.233025659901755,267.73140625,0.002601177597013248,5.1403972443265005,0.000380038240745712,0.0019001912037285601,0.0028638466162468055,0.6218375714201713,0.0014442906442909576
1273,1274,s80,RL,124.0,11512,Pave,No_alley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719.0,Unf,0.0,300.0,1019.0,GasA,Gd,1,SBrkr,1357,0,0,1357,2,1,Ex,5,Typ,1,Gd,Basment,RFn,1.0,312.0,TA,TA,Y,0,0,0,0,163,0,No_pool,GdPrv,No_miscFeature,0,m5,y2008,WD,Normal,1,3,3,3,3,4,5,4,3,3,0,3,5,1,7,2,2,1,49,2,49,2008-5,1.0,1.0,1,99.21908131813434,2376.0,2121.25,2.0,7.0,193.85714285714286,0,163,10155,9992,1,0,0,0,1,0,1,1,1,0,19.085536923187668,3.964962299155944,3.964962299155944,1.743668380628679,7.661512155048748,7.774737390679721,7.215767987712097,1.3132616875182228,1.3132616875182228,6.930219343694492,7.215767987712097,0,1_Gd,0.0001,Edwards_Gd,Edwards_1,6_Gd,0.0006,6_Edwards,0.0036,0.004802794015171732,7.978068508461099,13252.6144,0.0006930219343694493,1.1512,0.004158131606216696,6.9072000000000005,0.005388063545703344,8.950277684150494,0.0007774737390679721,0.0046648424344078315,0.00604465414940333,1.470072778281194,2441.9829999999997,0.21212499999999998,1.2727499999999998,1.6492161689979354,449.97015624999995,0.0012084004340421322,2.007311039779735,0.0001743668380628679,0.0010462010283772073,0.0013556563755819748,0.36987565524085847,0.00030403794216042395
1274,1275,s50,RL,53.0,5362,Pave,No_alley,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,661.0,661.0,GasA,Ex,1,SBrkr,661,589,0,1250,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2.0,552.0,TA,TA,Y,242,0,81,0,0,0,No_pool,No_fence,No_miscFeature,0,m11,y2007,WD,Normal,1,3,3,3,3,5,3,4,3,3,0,1,1,1,7,1,2,0,97,4,22,2007-11,0.0,2.0,1,68.20028833733859,1911.0,1745.75,2.0,10.0,125.0,0,81,4701,4378,1,0,0,0,1,1,1,0,0,1,11.182493960703473,4.612327330699196,3.247202094200952,2.0435917781858577,7.467067181793986,7.557325779476083,6.499363314548443,6.384719213312964,1.3132616875182228,6.499363314548443,7.133869040314821,0,1_Gd,0.0001,Crawfor_Gd,Crawfor_1,5_Gd,0.0005,5_Crawfor,0.0025000000000000005,0.004224172349449812,3.484958609260875,2875.1043999999997,0.0006499363314548443,0.5362,0.0032496816572742215,2.681,0.004911780592721807,4.052238082955076,0.0007557325779476083,0.003778662889738042,0.005711317293713379,1.1346263506372942,936.07115,0.174575,0.8728750000000001,1.3193201479520371,304.76430625,0.001328204543305398,1.0957739114632568,0.00020435917781858577,0.0010217958890929289,0.0015444088828009352,0.35676003467679607,0.00041762673558688355
